text,label
Do I need to use developer or do I use this by itself?,Usage Instructions
My ears do not produce enough wax and are often itchy. Which of your products would best serve me?,Usage Instructions
How often do I have to replace this product?,Usage Instructions
Can we use it in India?,Usage Instructions
"Does it lather and foam verrrry nicely and can u use it around eyes w/o burning them?  And, smell?  Thx!!!!",Usage Instructions
can i use on left feet?,Usage Instructions
How often should I wash her hair?,Usage Instructions
can you use heat tools on the hair?,Usage Instructions
Are they easy to use on my own face?,Usage Instructions
This should be used after conditioner and leave it in hair or like a masque use it before conditioner and rinse off? not sure how to use it correctly.,Usage Instructions
How long does the color last before needing a new application?,Usage Instructions
Can you use this tattoo as well ? Thanks,Usage Instructions
Is it safe to use Surya on hair after having used pure 100% henna?,Usage Instructions
Can I use it to color eyebrows?,Usage Instructions
"Would it be okay to use it during the day time? (Don't know much about creams, I don't want it to react badly to sunlight or anything) lol",Usage Instructions
Can I use directly in 220V or need to use adapter for reducing 220V to 120V? does it have voltage selector?,Usage Instructions
it working with 110v or 220?? I am from Venezuela we use 110v.,Usage Instructions
can I use this in Italy without it exploding?,Usage Instructions
can you use this in India with a adapter,Usage Instructions
"Can someone please tell me, is this a true dual voltage for worldwide use?  Label on the power cord or dial to turn?  Can you really adjust the temp?",Usage Instructions
Can I use black on my blonde highlighted hair and it will wash out,Usage Instructions
is this too thick to use for mustache wax?,Usage Instructions
Hi. Can I use this on my hair as an alternative for gel?,Usage Instructions
can i use this in a recipe for lotion bars?,Usage Instructions
"Hi,.is this product only for african americans? I like to use it since the reviews are very good...thank you",Usage Instructions
"For those that had a positive experience, how long did those results last? Do you still use the product?",Usage Instructions
Can you use this product with a different conditioner?,Usage Instructions
Can you use this product on color treated hair?,Usage Instructions
What setting due you use to diffuse for curls?,Usage Instructions
Can you use this with the perfecting serum?,Usage Instructions
"WHY does this say ""DO NOT USE ON DAMAGED OR BROKEN SKIN?"" It makes no sense. What happens to the body if on a scratch, open pimple or small cut?",Usage Instructions
is the gel a necessity to be able to use the new face,Usage Instructions
"did you all rec instructions that clearly stated ""do not use down the front of the neck""? I did",Usage Instructions
Genive long hair fast growth shampoo how often are you to wash your hair for maximum results?,Usage Instructions
Can you use it on your hair for a week before washing?  Can you use it on permed hair?,Usage Instructions
How do you use Nexxus Vitatress Biotin Scalp Creme?,Usage Instructions
If the scalp creme is a treatment what do  you use for a  conditioner with Vitatress Shampoo?,Usage Instructions
Can I use with Rogaine products?,Usage Instructions
How long do you leave it in? Until you shampoo?How much do you use whenyou apply it?,Usage Instructions
do you use this in shower?,Usage Instructions
"This was recommended to me because of the drying effects of acne products I use. I have acne, oily and dry skin. Does this make skin break out or become oily more oily?",Usage Instructions
Is this brush easy to use on very long hair? Thank you.,Usage Instructions
Is it okay to use these with microbraids?,Usage Instructions
"I have blonde hair and I want to use the cotton candy pink, and after a couple months will my hair return to its natural color? (w/o bleach)",Usage Instructions
"If you only use some of the dye, can you store it and use it again later? Most boxed dyes I've seen say to throw away what you don't use.",Usage Instructions
Can I use Schwarzkopf permanent Hair Color with a different brand color developer?  Thanks.,Usage Instructions
I have used Schwarzkopf for over a year.I use 10 volume Igora Royal developer. I miss small patches back of my hair. Can I color my my entire hair?,Usage Instructions
I have used Schwarzkopf for over a year.I use 10 volume Igora Royal developer. I miss small patches back of my hair. Can I color my my entire hair?,Usage Instructions
Can I use Schwarzkopf permanent Hair Color with a different brand color developer?  Thanks.,Usage Instructions
I have used Schwarzkopf for over a year.I use 10 volume Igora Royal developer. I miss small patches back of my hair. Can I color my my entire hair?,Usage Instructions
I have used Schwarzkopf for over a year.I use 10 volume Igora Royal developer. I miss small patches back of my hair. Can I color my my entire hair?,Usage Instructions
what is the recommended use for this fragrance?  office/night out/summer/winter?   what would you classify this as,Usage Instructions
"Does this make your face look white-ish after application, or does it become clear?",Usage Instructions
"My husband & will use this on our bodies only. Between the 2 of us, how many of these 7oz pumps would we need for on a 10 day vacation to Costa Rica?",Usage Instructions
I just want to remove two age spots from my cheek.What should I use?,Usage Instructions
"Bare Minerals.....does it cover large pores? does anyone in their 50+ use this stuff? i have tried somebody's sheer cover and it made my pores look huge...is BE better...i didn't want to invest in another! ,makeup and be disappointed again...infomercials look facinating....too good to be true....all the models on tv are young with great skin...how does it work on older skin....does it make not so smooth skin look worse....alot of questions...



    Bare Minerals.....does it cover large pores? does anyone in their 50+ use this stuff? i have tried somebody's sheer cover and it made my pores look huge...is BE better...i didn't want to...
      » 
Read More


   Bare Minerals.....does it cover large pores? does anyone in their 50+ use this stuff? i have tried somebody's sheer cover and it made my pores look huge...is BE better...i didn't want to invest in another! ,makeup and be disappointed again...infomercials look facinating....too good to be true....all the models on tv are young with great skin...how does it work on older skin....does it make not so smooth skin look worse....alot of questions...
      « 

Show Less",Usage Instructions
Is this gel 'hard'? I.e. If I use it as a top coat to shellac or any gel polish will it make my nails strong and not bendable?,Usage Instructions
"hi, do I need tou use IBD intense seal over clear gel? or clear gel is enough for shiny nails?",Usage Instructions
What sunscreen ingredients does naked bee use?,Usage Instructions
how comes my herstyler curler wont curl my hair is it because my hair needs to be washed before i can use it again?,Usage Instructions
Can I use it for my 3 year old son?,Usage Instructions
After applying this cream do you leave it on or wash it off?  I don't usually like to wear makeup foundations so what is a good sunscreen to use?,Usage Instructions
What does it smell like? I will not use a product if I don't like the fragrance.,Usage Instructions
how often do you need to use this product?,Usage Instructions
Can you use a hair dryer (medium heat) to style your hair after applying this product without hurting the potency?,Usage Instructions
Do you have to use this on washed hair or can you use in between washes?,Usage Instructions
do i have the use the alter ego shampoo or can i use any,Usage Instructions
"Can you use this during the day? Everyone says that it works great and makes your skin look nice at night, so can you use it during the day as a foundation?",Usage Instructions
Do i need to  rinse after i use it,Usage Instructions
(For pink moving rubber)  What are some best practices for getting all of it out of your  hair?  Just using one application of shampoo doesn't work.,Usage Instructions
do you shampoo after every usage? It is hard to get off hair without shampoo?,Usage Instructions
"Would it be good to use the ""regular"" Premier Anti-aging cream as moisturizing cream during the day?",Usage Instructions
How often do you have to shampoo your hair?,Usage Instructions
"I use Olay Foaming Face Wash to remove makeup in the shower, even eye makeup. No problem with irritation. Can I use this the same way?",Usage Instructions
why so may people say it burns out after short time of use? lokking to buy two one for me and my daughter...,Usage Instructions
what is the recommended use for this fragrance?  office/night out/summer/winter?   what would you classify this as,Usage Instructions
Why not just use foundation?,Usage Instructions
How do I use this product on my scalp and hair?,Usage Instructions
Is this product safe to use in soap making?,Usage Instructions
I've read that CASTOR OIL can be use as a STRONG laxative (taken in conjunction to parasites removal medicine). Can you consume this?,Usage Instructions
Can you use this on your whole body?,Usage Instructions
Can you use this soap in a Foaming soap dispenser?,Usage Instructions
I have a medium thick hair and its length is a little above my breast. Is it ok if I only use one packet? Or do i need 2?,Usage Instructions
Can you use this in replace of regular shampoo AND conditioner?,Usage Instructions
Does ground shipping requirement mean perfume can't be shipped abroad? Because couriers use airlifting.,Usage Instructions
How often does this need to be applied?,Usage Instructions
Can you mix this with lotion and then apply? Or spray and then apply lotion? I've read about skin drying in area of application.,Usage Instructions
"Has anybody added essential oils to the bottle? I'm thinking it'll be easy to use as a scented spray (almost like perfume), with a couple drops.",Usage Instructions
can you use it to curl the hair?,Usage Instructions
I want to make sure these gloves are not real thin material.  I use them as a liner under rubber gloves to protect from heat when making cheese.,Usage Instructions
Can I use it as a base coat?,Usage Instructions
I not sure when to use it.  Before applying polish or after as a top coat?,Usage Instructions
can i just put it on my hair and use heat from blow dryer,Usage Instructions
"My mom's hair is drk blonde w/ gray..which blonde should I use to make her hair much lighter/shinier? pearl, honey, or golden? THANKS!!!",Usage Instructions
How I use cellophane treatment on my hair?,Usage Instructions
can I USE REGULAR METAL CLIPS WITH THIS?,Usage Instructions
"Does this product need to be mixed with a developer lotion? If so, 2 parts to 1? Can I use it without a developer?",Usage Instructions
Do you use this on wet or dry hair?,Usage Instructions
Can I use it on wet hair?,Usage Instructions
Can I use it under eye to remove the wrinkles?,Usage Instructions
what is the age can be use?,Usage Instructions
how do you use it?,Usage Instructions
"I can't see if this has SPF in it, does it?  I want to use this in a tanning bed so I don't want this to have SPF.",Usage Instructions
Would like to use it to hold this new plunging bathing suit in place so my boobs won't be popping out. Do you think it could work for that?,Usage Instructions
can I use this to keep a low cut dress from moving,Usage Instructions
Would it be possible to use this as adhesive after the adhesive on a decollette (chest pad) pad wears off?,Usage Instructions
Can you use Acetone in these?,Usage Instructions
can i use with hair extensions,Usage Instructions
Is it ok to use with kids?,Usage Instructions
How do you use with laundry?,Usage Instructions
Would this be appropriate to use on fruits and vegetables?,Usage Instructions
can i use in dishwasher?,Usage Instructions
HOW DO U USE THIS ;I CAN'T READ THE DIRECTIONS,Usage Instructions
Has anyone had success combining this conditioner with another?  Do you like to use by itself or prefer to use mixed?,Usage Instructions
Can you use this on your face? if not is there one with same stuff in it for your face?,Usage Instructions
Does this product stop working if you discontinue use for a couple of days,Usage Instructions
Does this have a really powdery look if you use moisturizer underneath?,Usage Instructions
What would be the best method of cleaning these brushes? Buying a certain cleanser from the store or using regular soap and water?,Usage Instructions
Do I need to use an activator?,Usage Instructions
Could I use this for cooking and cocktails?,Usage Instructions
How long would you say the product controls your oily skin before having to use some oil blotting sheets?,Usage Instructions
How much of the mattifer do you use to adequately control your T zone or just face in general? A pea size or more?,Usage Instructions
Is this hair dye? My natural hair color is blackk w/a blonde dye and now its like light brownish. can i use this?,Usage Instructions
when using pravana chroma silk hair color do you use the whole tube ? If so how much developer do you use and what stength,Usage Instructions
Is this hair dye? My natural hair color is blackk w/a blonde dye and now its like light brownish. can i use this?,Usage Instructions
when using pravana chroma silk hair color do you use the whole tube ? If so how much developer do you use and what stength,Usage Instructions
Is this sodium or calcium bentonite and what is the difference betweent the 2 and also which is better to use internally ?,Usage Instructions
Can I use this clay as a bath body detox?,Usage Instructions
Is this suitable for use in baths?  Does it desolve well in water or clump?,Usage Instructions
How would I use this for detox?  Paste it on my body and then shower it off?,Usage Instructions
"Wondering if this would work on regular nail polish to reduce the drying time? My wife use good brands, OPI, Sation. China Doll..",Usage Instructions
Can you use this with Shellac?  What is the difference between Shellac and Gel? Why is the CND brand so much more?,Usage Instructions
can i use opi gel polish with any of these lights,Usage Instructions
Can I use a little bit and save the rest for next time or do I have to use the entire bottle once it's open?,Usage Instructions
is this treatment safe for use on my 10 year old daughters transitioning hair?,Usage Instructions
Can someone explain each step in how to use after shampooing hair?,Usage Instructions
In what order do you use these products? What is each product for?,Usage Instructions
Can I use these with Radio Frequency?,Usage Instructions
I'm 20 years old can i use these collagen masks?,Usage Instructions
"Hi, this product make the hair more smooth? My hair is smooth but very thick. And I don't wanna use any machine. This is the product I'm looking for?",Usage Instructions
What product do older women (not TOO wrinkly) use for night cream?,Usage Instructions
Do most of you use this for a night cream as well as for under makeup?  SHOULD it be massaged in? There's next to NO directions inside!,Usage Instructions
is this only for use when you flat iron your hair?,Usage Instructions
"If I use Blue Mayhem over Colour Effects Fuschia (faded to a very light, brassy pink), would it still come out blue?",Usage Instructions
"If I use Blue Mayhem over Colour Effects Fuschia (faded to a very light, brassy pink), would it still come out blue?",Usage Instructions
Can I use it in Europe?,Usage Instructions
Can I use this with the Revitalift Triple Power Deep Acting Moisturizer. One on top of the other?,Usage Instructions
I tried this and I broke out in little bumps all over my face -- not pimples or hives-- I stopped use and they resolved. Did others experience this?,Usage Instructions
Is this easy to use for curls or waves?,Usage Instructions
How can I use this oil ?,Usage Instructions
I bought this because of 4.5 star review.  The product doesn't shine my nail at all.  I am wondering why.  Is there any trick to use them?,Usage Instructions
How do you use it?What is the color used first,Usage Instructions
Can I use these colors to tint lip gloss and lip balms?,Usage Instructions
Can you use a flat iron to style hair with this product inyour hair from the night before?,Usage Instructions
"Can you use this on dry natural hair all over, not just your edges,  In other words can you use this product as a ALL over hair moisturizer for a straight look?",Usage Instructions
"If  I have dry hair, what is the best way to use this shampoo?",Usage Instructions
What s the best conditioner to use with this hair loss shampoo?,Usage Instructions
can females use this product too?,Usage Instructions
Is this for use on the face?,Usage Instructions
Does it have a shortage problem almost immediately after first usage like alot of similar models?,Usage Instructions
How thick is it?  I want to use it to reduce vibration from a small pump.,Usage Instructions
"i want to use this as a heat sheild for an air intake, is it possible?",Usage Instructions
"Is there a benefit to use this for a malein his early thirties?  I use a neutrogena anti wrinkle, but it doesn't seem to do much, for fine lines",Usage Instructions
how much are you supposed to use? 1 full pump? & how long does it last? do i have to buy one every 3 months?,Usage Instructions
Can I use this around my eyes? Or should I get the eye cream?,Usage Instructions
Can Men use this product,Usage Instructions
When do you put serum on? Do you still use moisturizer on top of serum?,Usage Instructions
The capsules are difficult to open - often some of the powder ends up on the counter. Does anyone have a trick to opening the capsules?,Usage Instructions
"on  average, how long does each application last?",Usage Instructions
"Is this dangerous to use on lashes?  If so, what product do you recommend?",Usage Instructions
help! I have seen a lot of people complaining about buying dye and finding out it was old and had oxidized before they even got to use it.,Usage Instructions
whats the difference between canister and tube? and how do you use/mix them,Usage Instructions
"Not to be rude, but is this color too old to use? I want to purchase a bottle, would like to be sure it won't come and be oxidized. Thanks!",Usage Instructions
help! I have seen a lot of people complaining about buying dye and finding out it was old and had oxidized before they even got to use it.,Usage Instructions
whats the difference between canister and tube? and how do you use/mix them,Usage Instructions
"Not to be rude, but is this color too old to use? I want to purchase a bottle, would like to be sure it won't come and be oxidized. Thanks!",Usage Instructions
I have read that squalane is good as a vaginal moisturizer for post menopausal women. Anyone use it for that? What was the out come? Thanks,Usage Instructions
How do you use this product? Would Hyaluronic Acid serum be used first? Can people post their routines using this product please :),Usage Instructions
I didn't under stand how to use ? I if I color my hair it's work or its will change the color,Usage Instructions
I'm African American. My hair is locked. Can I use this product? My hair is thinning at the hairline. Thanx,Usage Instructions
Can you use this product if you have had Keratin treatment or is it too much protien for the hair?,Usage Instructions
"I have very oily hair that I have to wash up to five times a week, and the treatment seems to fade more quickly.Can I use it more than twice a month?",Usage Instructions
Is anyone else having issues with the application?,Usage Instructions
how do you use it? There are no directions on the jar I have.,Usage Instructions
Can you use this product daily?,Usage Instructions
Can you use this on your face?,Usage Instructions
Can I use this as as a bath oil i.e. in the bathtub?,Usage Instructions
Is there an antibacterial treatment used on these brushes?  How often do these need to be washed?,Usage Instructions
I want to use this with the Gelish complete starter kit but I noticed the light is LED not UV. Will it work?,Usage Instructions
Has anyone tried to use this product or any of the other Eminence dermafoliants with a Clarisonic?  Results?,Usage Instructions
"it says you need to unlock the pump for first time use, can you relock the pump for travel?",Usage Instructions
"Hello, I would like to know if the Igora Royal comes in a size bigger than 2.1 fl oz. Also, will I need to use the developer with this product.",Usage Instructions
"hello, i have had my hair colored for a few years now im doing it myself and i don't how to pick a color and what i would need to be able to use this",Usage Instructions
"The red ""on"" indicator flickers continuously while I use the iron. Is that normal?",Usage Instructions
How is your light bill after use,Usage Instructions
"I've always hear in these types of shampoos ""use twice a week or as recommended by Dr."" what can we use then when not using these shampoo?",Usage Instructions
how to use,Usage Instructions
I just got mine. Very excited but don't know how to use it. Do I mix it with water or just apply it the way it is?,Usage Instructions
Can u give specific instructions on how to use this product with the booster caps. Which to use 1st or together? This is my 1st time using,Usage Instructions
I am age of 27 can I use this,Usage Instructions
To use it? night or day? can you describe its smell their scent lingers for hours? is this the edp or edt?,Usage Instructions
can you use this in conjunction with nail polish,Usage Instructions
I'm confused about whether to use the serum Intense or the serum corrector. Is there much difference?,Usage Instructions
Has anyone noticed the last 50 or so reviews all appear a little suspicious? Lots of one word reviews. Does anyone really use this product?,Usage Instructions
"Which products have 5 star ratings for use on coarse, dry, colored, and damaged hair?",Usage Instructions
Any body knows that is better to use it on dry hair and then rinse it out OR after shampoo and on wet hair?? I am confused.,Usage Instructions
Can I use my own makeup?,Usage Instructions
Can darker complexion women use these prdoducts without the tape being visibleZ.,Usage Instructions
Any way women with short hair can use this?,Usage Instructions
Is this for tanning bed use,Usage Instructions
Is there a lot of vibration when it's in use?,Usage Instructions
"The green shade is for what kind of skin tone?  I have olive skin--which one should I use, clear or green?",Usage Instructions
Does it help your eyeshadow stay on? thats the only makeup I use. and eyeliner does it make liner not smudge?,Usage Instructions
"Has anyone traveled abroad and used in different countries? If so, did you just use the plug adapter and it worked just as well (heat/temp.etc.)?",Usage Instructions
"I want to give it as a gift for a friend in europe (Denmark) - can she use it there, with the plug and volts?",Usage Instructions
Someone said the voltage is 220V. Can't I use it in America?,Usage Instructions
I have another pair of Solingen cuticle scissors and the screw loosens every time I use them.  Does that happen with these?,Usage Instructions
If you use this by itself without the henna will the result be blue?,Usage Instructions
can you use i with regular nail polish,Usage Instructions
Can you use this around your eyes and neck?,Usage Instructions
Can I use hennan if I have a relaxer in my hair?,Usage Instructions
Do I u tube instructions for concealing and contouring?  I don't know how to use this stuff. Or is it trial and error?,Usage Instructions
Can this be use on very very sensitive skin?,Usage Instructions
What glue do you use with these eyelashes?,Usage Instructions
Is this machine easy to clean? And how often do you clean it?,Usage Instructions
How do you clean the diamond tip heads after each use?  How long will they last? Thanks,Usage Instructions
What we need buy other things like cream to use this machene?,Usage Instructions
"i know it is not waterproof, but can i use it with  water  and face wash?",Usage Instructions
how do you clean the atomizer to use a different scent without them mixing?,Usage Instructions
Can you use this over makeup?  Sort of like a finishing powder?,Usage Instructions
How often is it recommended to replace the brush head?,Usage Instructions
Does this cap heat the top of the head at all? I am going to use it for my henna hair coloring.,Usage Instructions
what head do i use this with,Usage Instructions
Is there an auto shut off? how long will the steamer run? can I use it in a professional salon?,Usage Instructions
Are the essential oils you use free of propylene glycol?,Usage Instructions
"I can easily get static when I use ""natural"" shampoo.  Does anybody have static issues with this?  Do I need to use the conditioner?",Usage Instructions
"i ordered it because of the most 5 star review, i want to use it for my dark underarms.. do any of you used it for underarms? and what was the outcome",Usage Instructions
can you use this as lotion,Usage Instructions
Do you have to shampoo more often when using this product?Thank you!,Usage Instructions
Does it wash off or is it like a gradual fake tanner that goes darker the more often you use it?,Usage Instructions
Can I use this form as an ingredient to make Prickly Pear Salad Dressing?,Usage Instructions
so this ships warm and im assuming you have to refrigerate after opening? and can you use the cap as a shot cup?,Usage Instructions
Hard to believe the positive reviews.  Is this dryer STILL working well for you after a few months? Do you use the high heat setting?,Usage Instructions
do these brushes have the name and /or use description on the side?,Usage Instructions
Can I use with Bare Minerals products?,Usage Instructions
Are they easy to use?,Usage Instructions
can i use these on my dog?,Usage Instructions
How often should you use this product a week?,Usage Instructions
Can you use the designs over and over?,Usage Instructions
Is this just a stamper or does this come with the stencil that you have to use with it?,Usage Instructions
I have the regain eye cream and essential eye gel. How and when do I use the eye serum if I were to buy it,Usage Instructions
"I love this shampoo, but WHY must I always be forced to buy the conditioner with it? I don't want or use the conditioner, so it's a waste of my money!",Usage Instructions
why can't you use a hair dryer,Usage Instructions
Can you use both shampoo and leave-in conditioner for a color treated hair,Usage Instructions
Does this use a UV light or LED light?,Usage Instructions
Can You use this Gel Lacquer alone or must you use a primer and top coat,Usage Instructions
"Do I have to use shampoo, soap and conditioner or can I just spray your product, rinse and go?",Usage Instructions
"Recently found a box of Jamila Henna powder but it expired in May'13. Can I still use it in my hair, is it still good?",Usage Instructions
es this the tope of poder that you can use to do henna tattoos?,Usage Instructions
"Do you use mascara on these? If so, can you re-use them?",Usage Instructions
How to use,Usage Instructions
can you use these stamping kits with uv gel polish??,Usage Instructions
How big are the full nail images? I have larger nails and I only use Konad and Winstonia for the full nail. About the same size?,Usage Instructions
Can I use this brush to heat styel/blow dry my hair or with the hair dryer damage the bristles?,Usage Instructions
So is this a face wash to use often ? Just looking for  a good face wash to remove my pores and whats bb cream ?,Usage Instructions
Is this shampoo supposed to be very runny and smell bad. Because my order does. I think the product use date is expired.,Usage Instructions
how often should i wash hair with aveda invati shampoo,Usage Instructions
I'm just going gray.  Can I use this shampoo and conditioner daily,Usage Instructions
what cream do you use with it while using it?,Usage Instructions
"Is this soap too moisturizing? As in, does it make your skin oily? (I'm going to use this as a shower soap)",Usage Instructions
can u use only one bundle to weave the hair,Usage Instructions
Do you have to use their hair straightener to get good results or can you use any straightener?,Usage Instructions
Is this cape soft like the pro's use or stiff nylon?,Usage Instructions
"Is this something that only works with CONTINUED USE?  Or, does it tighten skin permanently?",Usage Instructions
can you usr the gel alone? As in use it without using the wraps?,Usage Instructions
how often can it be used,Usage Instructions
How often I can use this mousterizer?,Usage Instructions
Can you use other gel polish with the sensationail kit?,Usage Instructions
how am I able to use the curling iron since I do not have instructions to remove the hot brush?,Usage Instructions
I just recently ordered this. My question for people who have used it is ...does it keep them away or do you constantly have to always use it ?,Usage Instructions
Can you use this product on inner thighs?,Usage Instructions
can I use this for my chest acne?,Usage Instructions
how do you use it?,Usage Instructions
do i need a transformer to use in US?,Usage Instructions
Can I just use the wand device and not use the needle system for age spots removal?,Usage Instructions
Can you help me understand how to use this machine?,Usage Instructions
how can I reshape the all-sized pieces into a nice barsoap shape for my teenagers to want to use it?,Usage Instructions
"I have only used this soap a few times on my hair, but my hair feels striped of oils. Do you use it on your hair? And is it healthy for my hair?",Usage Instructions
do they stick on or is there some kind of nail glue im supposed to use?,Usage Instructions
How many packs of hair do you need to use to get a full look?,Usage Instructions
Can you use this product on color treated hair. My hair is natural but I use a semi-permanent color.,Usage Instructions
Can I use a pressing comb instead of a flat iron with this product ?,Usage Instructions
"Should i use this product everytime i wash, or just once in approx 6 weeks?",Usage Instructions
What cleansers are you supposed to use with this system?,Usage Instructions
How many batteries does it use?,Usage Instructions
Can I use this in the shower or bath tub?  Waterproof enough?,Usage Instructions
what type of products shoulds I use,Usage Instructions
Can u use outdoors,Usage Instructions
Can this product be used without going to a tanning bed or is it only for use along with a bed?,Usage Instructions
I have been using the JWoww Black Bronzer in the deep purple bottle.I was told by the salon if I want to get darker use this thoughts please?Thanks!,Usage Instructions
I've read this shampoo doesn't smell too good.  Can you use another shampoo right after to get the smell out or will that wash away the effectiveness?,Usage Instructions
can u use for one stroke flowers?,Usage Instructions
do you have to use a flat iron to apply it,Usage Instructions
How do I use this product?,Usage Instructions
Is it ok to use heat tools on the hair (curling irons)?,Usage Instructions
"Do you have to us their products before going into a tanning bed, or can you just use it as self tanning, or use it before going out in the actual sun",Usage Instructions
do you need to use this with a tanning bed or can you use it alone,Usage Instructions
I just bought mine and after getting it on I feel like there are a few spots that could use a brush and I'm not sure if it's ok or not. Is it ok?,Usage Instructions
Can you use the device if you have fillers in your face?  Will it melt the filler?,Usage Instructions
How often do they recommend that you use this?,Usage Instructions
Can you use this shampoo on color treated hair?,Usage Instructions
Can you use it at night and then NOT wash your hair in the morning?  (I don't wash every day.),Usage Instructions
Can you use it at night and then NOT wash your hair in the morning?  (I don't wash every day.),Usage Instructions
how often do you use it,Usage Instructions
I'm a brunette how light is the medium? With summer coming would it be better to use the tan?,Usage Instructions
Do I have to use hair loss shampoo combined with these pills?,Usage Instructions
how often do you use them.  How long does a pack of 6 last.,Usage Instructions
can i use this product with regular nail polish?,Usage Instructions
Are you able to use it for pedicures as well or is the lamp too small to fit your foot into?,Usage Instructions
"How often do you use this product""",Usage Instructions
How do you clean this bag? Can you use disinfectant wipes?,Usage Instructions
Do you need to use a UV light to cure this?,Usage Instructions
"Can you use this as just a clear polish coat, alone?",Usage Instructions
do i need to use other facial cleanser to clean up my skin before applying this product? or it has already cover both cleanser and lotion?,Usage Instructions
does it give you instructions on how to apply it?  Can I use this with bare minerals foundation?,Usage Instructions
I can use this product for oily skin?,Usage Instructions
Can I use it for my body skin too,Usage Instructions
My Lemon Sonic arrived without any instructions.  Can someone tell me how to use the system - step by step?,Usage Instructions
How often does the brush need to be changed?,Usage Instructions
can you use any cleanser with the Clarisonic?,Usage Instructions
can i use galxy 3 cover on the note2 samsung phone,Usage Instructions
Can you use this product for your hair?,Usage Instructions
Can i use this lamp with gel polishes that are not from the artistic color line?,Usage Instructions
Does anyone know if I can use heat with these?,Usage Instructions
"Hi, where do I put the filter?  No instruction on that.  I put it between the wand and the clear plastic head with the diamond tip on it.",Usage Instructions
How often can we do a LED light therapy session ? Should the light therapy be used same day as  microdermabrasion?,Usage Instructions
Is this for USA use voltage?,Usage Instructions
What is best moisturizer to use with the serum,Usage Instructions
can you use in your hair or scalp if your hair is relaxed or processed in any manner,Usage Instructions
I noticed great results and would like to buy one for my wife. Can both men and women use it? Thanks,Usage Instructions
"can I use it on my back, arms and tummy?",Usage Instructions
"Can I use it on my back, tummy and arms?",Usage Instructions
is the Perfecter dual voltage 110/220 I'm in Germany and I would like to know if I can use this overseas.,Usage Instructions
What kind of voltage is required? Is it possible to use it in Germany?,Usage Instructions
Is this a blow dryer also or is it just to use on dry hair?,Usage Instructions
Can I use this tool in France?,Usage Instructions
Is it safe to use on a computer's USB port that are not designed for higher amperage? Won't it damage the port?,Usage Instructions
"what does this device do electrically?  if i use a quality short cable, this would be superfluous, yes?  it can reduce the resistance of long wire?",Usage Instructions
Is it safe to use on a computer's USB port that,Usage Instructions
what type of battery's does it use ???,Usage Instructions
Does not come with applicator. I have a  lot of oil and acid on my hands do not like using fingers. Doeas anyone use applicator if what kind?,Usage Instructions
"is the bar easy to use, can you break off pieces with fingers or do you need to chop it up?",Usage Instructions
Can you use this every day?,Usage Instructions
Can I use Aragan Oil with the machine? I see lots of folks saying to use different types of products with the machine. How do you clean the heads? Just wipe with soapy water or use rubbing alcohol????,Usage Instructions
How well does this work for reducing PIH (scars/hyperpigmentation)? Can I disable the ultrasound feature and just use the LED lights?,Usage Instructions
can I use this after the Photon 3 color led light therapy,Usage Instructions
How often can I use the device?  Can I use the galvanic part for firming everyday?  How often do you suggest to use the lights?,Usage Instructions
I am a little unclear as to which sort of creams/serums to use with each setting.,Usage Instructions
Could I use this product to get rid of wrinkles around the eye area?,Usage Instructions
How can I use the GALVANIC? Do I have to apply anything on the GALVANIC before using it on my face?,Usage Instructions
How do you use this thing? How do you sterilize it?  No instructions in the box.,Usage Instructions
"My eyebrows area very sparse. How natural does this look? Does it last all day even in humid climate? Also, about how long does one container last with daily use? thanks!",Usage Instructions
"I'm using a facial product which contains 1% retinol, 7% glycolic, 1% salicylic. Is it ok to use the mask?",Usage Instructions
Can I use proactive with this mask,Usage Instructions
"How often do you use it?  every day, once a week?",Usage Instructions
use rechargeable batteries?,Usage Instructions
Can I use this product wit retinal serum?,Usage Instructions
Can I use it to prevent future acne or does it only work to eliminate the current ones?,Usage Instructions
Is there a video demonstrating proper use of the micro needle roller? Thanks!!,Usage Instructions
Can I use this bed for a facial treatment?,Usage Instructions
Is this kelp only external use only?,Usage Instructions
How often do you put out new colors?,Usage Instructions
"How is everyone using this product? On the face? If so, morning or night? Or both? Do you use this by itself or do you also need a moisturizer?",Usage Instructions
Can darker skins use it?,Usage Instructions
how does the dual voltage feature work?? How do you use the adaptor--do you need to use a converter or just the foreign plug???,Usage Instructions
Is this suitable for use in the UK?,Usage Instructions
"Is it still nice to use if you don't have access to a fridge? In other words, is a room-temperature eye pillow worth buying?",Usage Instructions
Why do the directions say to use twice daily and can be worn under make up if it's a NIGHT cream? It makes me wonder if it's TRULY a NIGHT cream.,Usage Instructions
"im 22 I have subtle lines on my face ive had since I could remember that go from the inside corner of my eye and kind of across my cheek hard to describe but I bought this cream hoping it would help but haven't used it consistently from lack of faith, if I use this regularly will it help?



    im 22 I have subtle lines on my face ive had since I could remember that go from the inside corner of my eye and kind of across my cheek hard to describe but I bought this cream hoping it would...
      » 
Read More


   im 22 I have subtle lines on my face ive had since I could remember that go from the inside corner of my eye and kind of across my cheek hard to describe but I bought this cream hoping it would help but haven't used it consistently from lack of faith, if I use this regularly will it help?
      « 

Show Less",Usage Instructions
"Does this act like a serum, as well? Or can I use it on top of my serum?",Usage Instructions
Can this mirror be placed on a table or is it just for use on a wall? Thanks for your help.,Usage Instructions
